PlanName,PlanningDept,Site_SK,SiteName,AssetType,Class,EqmtFleet_RowID,assetSubclass,Dig Config,Grouped_Fleet,OperatingMode,Circuit_Name,splitWeekName,fromDate,toDate,yearMonthPK,metricName,metricValue
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-10///41,2027-10-11T00:00:00,2027-10-17T00:00:00,2027-10,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-10///41,2027-10-11T00:00:00,2027-10-17T00:00:00,2027-10,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-10///42,2027-10-18T00:00:00,2027-10-24T00:00:00,2027-10,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-10///42,2027-10-18T00:00:00,2027-10-24T00:00:00,2027-10,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-10///42,2027-10-18T00:00:00,2027-10-24T00:00:00,2027-10,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-10///43,2027-10-25T00:00:00,2027-10-31T00:00:00,2027-10,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-10///43,2027-10-25T00:00:00,2027-10-31T00:00:00,2027-10,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-10///43,2027-10-25T00:00:00,2027-10-31T00:00:00,2027-10,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///44,2027-11-01T00:00:00,2027-11-07T00:00:00,2027-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///44,2027-11-01T00:00:00,2027-11-07T00:00:00,2027-11,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///44,2027-11-01T00:00:00,2027-11-07T00:00:00,2027-11,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///45,2027-11-08T00:00:00,2027-11-14T00:00:00,2027-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///45,2027-11-08T00:00:00,2027-11-14T00:00:00,2027-11,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///45,2027-11-08T00:00:00,2027-11-14T00:00:00,2027-11,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///46,2027-11-15T00:00:00,2027-11-21T00:00:00,2027-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///46,2027-11-15T00:00:00,2027-11-21T00:00:00,2027-11,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///46,2027-11-15T00:00:00,2027-11-21T00:00:00,2027-11,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///47,2027-11-22T00:00:00,2027-11-28T00:00:00,2027-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///47,2027-11-22T00:00:00,2027-11-28T00:00:00,2027-11,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///47,2027-11-22T00:00:00,2027-11-28T00:00:00,2027-11,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///48A,2027-11-29T00:00:00,2027-11-30T00:00:00,2027-11,Calendar Time,48.000000000000036
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///48A,2027-11-29T00:00:00,2027-11-30T00:00:00,2027-11,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-11///48A,2027-11-29T00:00:00,2027-11-30T00:00:00,2027-11,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///48B,2027-12-01T00:00:00,2027-12-05T00:00:00,2027-12,Calendar Time,120.0000000000001
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///48B,2027-12-01T00:00:00,2027-12-05T00:00:00,2027-12,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///48B,2027-12-01T00:00:00,2027-12-05T00:00:00,2027-12,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///49,2027-12-06T00:00:00,2027-12-12T00:00:00,2027-12,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///49,2027-12-06T00:00:00,2027-12-12T00:00:00,2027-12,Scheduled Loss,155.0000000000001
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///49,2027-12-06T00:00:00,2027-12-12T00:00:00,2027-12,Scheduled Loss Percentage,92.26190476190477
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///50,2027-12-13T00:00:00,2027-12-19T00:00:00,2027-12,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///50,2027-12-13T00:00:00,2027-12-19T00:00:00,2027-12,Scheduled Loss,13.00000000000001
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///50,2027-12-13T00:00:00,2027-12-19T00:00:00,2027-12,Scheduled Loss Percentage,7.738095238095238
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///51,2027-12-20T00:00:00,2027-12-26T00:00:00,2027-12,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///51,2027-12-20T00:00:00,2027-12-26T00:00:00,2027-12,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///51,2027-12-20T00:00:00,2027-12-26T00:00:00,2027-12,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///52A,2027-12-27T00:00:00,2027-12-31T00:00:00,2027-12,Calendar Time,120.0000000000001
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///52A,2027-12-27T00:00:00,2027-12-31T00:00:00,2027-12,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP HG Plant,2027-12///52A,2027-12-27T00:00:00,2027-12-31T00:00:00,2027-12,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///40B,2026-10-01T00:00:00,2026-10-04T00:00:00,2026-10,Calendar Time,96.00000000000007
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///40B,2026-10-01T00:00:00,2026-10-04T00:00:00,2026-10,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///40B,2026-10-01T00:00:00,2026-10-04T00:00:00,2026-10,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///41,2026-10-05T00:00:00,2026-10-11T00:00:00,2026-10,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///41,2026-10-05T00:00:00,2026-10-11T00:00:00,2026-10,Scheduled Loss,0.6999999880790716
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///41,2026-10-05T00:00:00,2026-10-11T00:00:00,2026-10,Scheduled Loss Percentage,0.4166666595708756
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///42,2026-10-12T00:00:00,2026-10-18T00:00:00,2026-10,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///42,2026-10-12T00:00:00,2026-10-18T00:00:00,2026-10,Scheduled Loss,4.19999992847443
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///42,2026-10-12T00:00:00,2026-10-18T00:00:00,2026-10,Scheduled Loss Percentage,2.4999999574252536
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///43,2026-10-19T00:00:00,2026-10-25T00:00:00,2026-10,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///43,2026-10-19T00:00:00,2026-10-25T00:00:00,2026-10,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///43,2026-10-19T00:00:00,2026-10-25T00:00:00,2026-10,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///44A,2026-10-26T00:00:00,2026-10-31T00:00:00,2026-10,Calendar Time,144.0000000000001
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///44A,2026-10-26T00:00:00,2026-10-31T00:00:00,2026-10,Scheduled Loss,107.00000000000009
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-10///44A,2026-10-26T00:00:00,2026-10-31T00:00:00,2026-10,Scheduled Loss Percentage,74.30555555555556
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///44B,2026-11-01T00:00:00,2026-11-01T00:00:00,2026-11,Calendar Time,24.000000000000018
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///44B,2026-11-01T00:00:00,2026-11-01T00:00:00,2026-11,Scheduled Loss,24.000000000000018
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///44B,2026-11-01T00:00:00,2026-11-01T00:00:00,2026-11,Scheduled Loss Percentage,100
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///45,2026-11-02T00:00:00,2026-11-08T00:00:00,2026-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///45,2026-11-02T00:00:00,2026-11-08T00:00:00,2026-11,Scheduled Loss,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///45,2026-11-02T00:00:00,2026-11-08T00:00:00,2026-11,Scheduled Loss Percentage,100
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///46,2026-11-09T00:00:00,2026-11-15T00:00:00,2026-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///46,2026-11-09T00:00:00,2026-11-15T00:00:00,2026-11,Scheduled Loss,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///46,2026-11-09T00:00:00,2026-11-15T00:00:00,2026-11,Scheduled Loss Percentage,100
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///47,2026-11-16T00:00:00,2026-11-22T00:00:00,2026-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///47,2026-11-16T00:00:00,2026-11-22T00:00:00,2026-11,Scheduled Loss,66.90000042319303
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///47,2026-11-16T00:00:00,2026-11-22T00:00:00,2026-11,Scheduled Loss Percentage,39.82142882332915
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///48,2026-11-23T00:00:00,2026-11-29T00:00:00,2026-11,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///48,2026-11-23T00:00:00,2026-11-29T00:00:00,2026-11,Scheduled Loss,4.19999992847443
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///48,2026-11-23T00:00:00,2026-11-29T00:00:00,2026-11,Scheduled Loss Percentage,2.4999999574252536
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///49A,2026-11-30T00:00:00,2026-11-30T00:00:00,2026-11,Calendar Time,24.000000000000018
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///49A,2026-11-30T00:00:00,2026-11-30T00:00:00,2026-11,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-11///49A,2026-11-30T00:00:00,2026-11-30T00:00:00,2026-11,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///49B,2026-12-01T00:00:00,2026-12-06T00:00:00,2026-12,Calendar Time,144.0000000000001
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///49B,2026-12-01T00:00:00,2026-12-06T00:00:00,2026-12,Scheduled Loss,15.900000631809247
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///49B,2026-12-01T00:00:00,2026-12-06T00:00:00,2026-12,Scheduled Loss Percentage,11.041667105423079
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///50,2026-12-07T00:00:00,2026-12-13T00:00:00,2026-12,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///50,2026-12-07T00:00:00,2026-12-13T00:00:00,2026-12,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///50,2026-12-07T00:00:00,2026-12-13T00:00:00,2026-12,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///51,2026-12-14T00:00:00,2026-12-20T00:00:00,2026-12,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///51,2026-12-14T00:00:00,2026-12-20T00:00:00,2026-12,Scheduled Loss,36.80000054836276
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///51,2026-12-14T00:00:00,2026-12-20T00:00:00,2026-12,Scheduled Loss Percentage,21.90476223116829
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///52,2026-12-21T00:00:00,2026-12-27T00:00:00,2026-12,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///52,2026-12-21T00:00:00,2026-12-27T00:00:00,2026-12,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///52,2026-12-21T00:00:00,2026-12-27T00:00:00,2026-12,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///53A,2026-12-28T00:00:00,2026-12-31T00:00:00,2026-12,Calendar Time,96.00000000000007
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///53A,2026-12-28T00:00:00,2026-12-31T00:00:00,2026-12,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2026-12///53A,2026-12-28T00:00:00,2026-12-31T00:00:00,2026-12,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///53B,2027-01-01T00:00:00,2027-01-03T00:00:00,2027-01,Calendar Time,72.00000000000006
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///53B,2027-01-01T00:00:00,2027-01-03T00:00:00,2027-01,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///53B,2027-01-01T00:00:00,2027-01-03T00:00:00,2027-01,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///1,2027-01-04T00:00:00,2027-01-10T00:00:00,2027-01,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///1,2027-01-04T00:00:00,2027-01-10T00:00:00,2027-01,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///1,2027-01-04T00:00:00,2027-01-10T00:00:00,2027-01,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///2,2027-01-11T00:00:00,2027-01-17T00:00:00,2027-01,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///2,2027-01-11T00:00:00,2027-01-17T00:00:00,2027-01,Scheduled Loss,18.899999678134932
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///2,2027-01-11T00:00:00,2027-01-17T00:00:00,2027-01,Scheduled Loss Percentage,11.249999808413643
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///3,2027-01-18T00:00:00,2027-01-24T00:00:00,2027-01,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///3,2027-01-18T00:00:00,2027-01-24T00:00:00,2027-01,Scheduled Loss,21.69999963045122
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///3,2027-01-18T00:00:00,2027-01-24T00:00:00,2027-01,Scheduled Loss Percentage,12.916666446697144
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///4,2027-01-25T00:00:00,2027-01-31T00:00:00,2027-01,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///4,2027-01-25T00:00:00,2027-01-31T00:00:00,2027-01,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-01///4,2027-01-25T00:00:00,2027-01-31T00:00:00,2027-01,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///5,2027-02-01T00:00:00,2027-02-07T00:00:00,2027-02,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///5,2027-02-01T00:00:00,2027-02-07T00:00:00,2027-02,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///5,2027-02-01T00:00:00,2027-02-07T00:00:00,2027-02,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///6,2027-02-08T00:00:00,2027-02-14T00:00:00,2027-02,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///6,2027-02-08T00:00:00,2027-02-14T00:00:00,2027-02,Scheduled Loss,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///6,2027-02-08T00:00:00,2027-02-14T00:00:00,2027-02,Scheduled Loss Percentage,0
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///7,2027-02-15T00:00:00,2027-02-21T00:00:00,2027-02,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///7,2027-02-15T00:00:00,2027-02-21T00:00:00,2027-02,Scheduled Loss,36.80000054836276
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///7,2027-02-15T00:00:00,2027-02-21T00:00:00,2027-02,Scheduled Loss Percentage,21.90476223116829
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///8,2027-02-22T00:00:00,2027-02-28T00:00:00,2027-02,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///8,2027-02-22T00:00:00,2027-02-28T00:00:00,2027-02,Scheduled Loss,18.899999678134932
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-02///8,2027-02-22T00:00:00,2027-02-28T00:00:00,2027-02,Scheduled Loss Percentage,11.249999808413643
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///9,2027-03-01T00:00:00,2027-03-07T00:00:00,2027-03,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///9,2027-03-01T00:00:00,2027-03-07T00:00:00,2027-03,Scheduled Loss,67.2999997735024
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///9,2027-03-01T00:00:00,2027-03-07T00:00:00,2027-03,Scheduled Loss Percentage,40.059523674703776
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///10,2027-03-08T00:00:00,2027-03-14T00:00:00,2027-03,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///10,2027-03-08T00:00:00,2027-03-14T00:00:00,2027-03,Scheduled Loss,76.20000040531164
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///10,2027-03-08T00:00:00,2027-03-14T00:00:00,2027-03,Scheduled Loss Percentage,45.35714309839975
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///11,2027-03-15T00:00:00,2027-03-21T00:00:00,2027-03,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///11,2027-03-15T00:00:00,2027-03-21T00:00:00,2027-03,Scheduled Loss,36.80000054836276
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///11,2027-03-15T00:00:00,2027-03-21T00:00:00,2027-03,Scheduled Loss Percentage,21.90476223116829
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///12,2027-03-22T00:00:00,2027-03-28T00:00:00,2027-03,Calendar Time,168.00000000000014
2026-10-01 Oct QF Revision 0,Greater Tom Price,201,Tom Price,Plant,Plant,,Product,,,,TP LG Plant,2027-03///12,2027-03-22T00:00:00,2027-03-28T00:00:00,2027-03,Scheduled Loss,0
